date,first_trade_class,first_trade_change,first_trade_high,first_trade_low,second_trade_class,second_trade_change,second_trade_high,second_trade_low,final_trade_class,final_trade_change,final_trade_high,final_trade_low,final_high_is_daily_high,final_low_is_daily_low,combination
20250508,High,Up,20653.0,20452.0,Medium,Down,20630.0,20530.0,Low,Down,20695.0,20498.0,True,False,High_Up_Medium_Down_Low_Down_H_Nl
20250509,Medium,Up,20709.0,20627.0,High,Down,20718.0,20596.0,High,Up,20872.0,20620.0,True,False,Medium_Up_High_Down_High_Up_H_Nl
20250512,High,Up,21127.0,20978.0,Low,Down,21119.0,21039.0,Low,Up,21134.0,21002.0,True,False,High_Up_Low_Down_Low_Up_H_Nl
20250513,Medium,Down,21520.0,21407.0,Low,Up,21489.0,21411.0,High,Down,21485.0,21288.0,False,True,Medium_Down_Low_Up_High_Down_Nh_L
20250514,Medium,Down,21718.0,21614.0,Low,Up,21730.0,21623.0,Medium,Up,21787.0,21579.0,True,True,Medium_Down_Low_Up_Medium_Up_H_L
20250515,Medium,Flat,21806.0,21716.0,High,Down,21788.0,21676.0,Low,Down,21810.0,21692.0,True,False,Medium_Flat_High_Down_Low_Down_H_Nl
20250516,High,Down,21785.0,21679.0,Medium,Up,21828.0,21706.0,Low,Down,21878.0,21770.0,True,False,High_Down_Medium_Up_Low_Down_H_Nl
20250519,Low,Down,21748.0,21634.0,High,Down,21694.0,21619.0,High,Down,21722.0,21499.0,False,True,Low_Down_High_Down_High_Down_Nh_L
20250520,High,Down,21772.0,21656.0,High,Down,21682.0,21626.0,High,Down,21677.0,21505.0,False,True,High_Down_High_Down_High_Down_Nh_L
20250521,Medium,Up,21688.0,21549.0,Low,Down,21689.0,21621.0,High,Up,21852.0,21616.0,True,False,Medium_Up_Low_Down_High_Up_H_Nl
20250522,Medium,Up,21550.0,21457.0,High,Down,21538.0,21461.0,Low,Flat,21516.0,21396.0,False,True,Medium_Up_High_Down_Low_Flat_Nh_L
20250523,Medium,Down,21640.0,21551.0,High,Down,21576.0,21484.0,High,Down,21513.0,21372.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250526,High,Down,21569.0,21390.0,High,Down,21486.0,21370.0,High,Down,21485.0,21357.0,False,True,High_Down_High_Down_High_Down_Nh_L
20250527,Medium,Down,21438.0,21272.0,Low,Up,21369.0,21281.0,High,Down,21325.0,21133.0,False,True,Medium_Down_Low_Up_High_Down_Nh_L
20250528,Medium,Up,21512.0,21413.0,High,Down,21472.0,21345.0,High,Down,21365.0,21150.0,False,True,Medium_Up_High_Down_High_Down_Nh_L
20250529,Medium,Down,21616.0,21370.0,Low,Up,21427.0,21337.0,High,Down,21425.0,21275.0,False,True,Medium_Down_Low_Up_High_Down_Nh_L
20250602,Medium,Down,21049.0,20955.0,High,Down,21009.0,20855.0,High,Down,20940.0,20790.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250603,High,Up,21145.0,21012.0,High,Up,21221.0,21086.0,High,Down,21213.0,20955.0,False,True,High_Up_High_Up_High_Down_Nh_L
20250604,Medium,Up,21383.0,21261.0,High,Up,21455.0,21354.0,High,Up,21533.0,21431.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20250605,Medium,Up,21625.0,21551.0,High,Up,21652.0,21580.0,High,Down,21677.0,21512.0,True,True,Medium_Up_High_Up_High_Down_H_L
20250606,Medium,Down,21606.0,21527.0,Low,Down,21630.0,21535.0,Low,Up,21599.0,21513.0,False,True,Medium_Down_Low_Down_Low_Up_Nh_L
20250609,Medium,Up,21788.0,21658.0,High,Down,21740.0,21626.0,Medium,Up,21737.0,21629.0,False,False,Medium_Up_High_Down_Medium_Up_Nh_Nl
20250610,High,Up,21931.0,21850.0,High,Up,22108.0,21907.0,High,Up,22236.0,22041.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250611,High,Down,22333.0,22230.0,High,Down,22288.0,22214.0,Medium,Up,22355.0,22190.0,True,True,High_Down_High_Down_Medium_Up_H_L
20250612,High,Down,22329.0,22223.0,Medium,Up,22325.0,22240.0,High,Down,22314.0,22214.0,False,True,High_Down_Medium_Up_High_Down_Nh_L
20250613,Medium,Down,22048.0,21906.0,Medium,Up,22064.0,21893.0,Low,Down,22139.0,21934.0,True,False,Medium_Down_Medium_Up_Low_Down_H_Nl
20250616,High,Down,22061.0,21868.0,Low,Up,21971.0,21902.0,Medium,Up,22042.0,21877.0,False,False,High_Down_Low_Up_Medium_Up_Nh_Nl
20250617,High,Up,22260.0,22130.0,Low,Up,22183.0,22134.0,High,Down,22244.0,22061.0,False,True,High_Up_Low_Up_High_Down_Nh_L
20250618,High,Up,22234.0,22080.0,Low,Down,22244.0,22175.0,High,Up,22384.0,22185.0,True,False,High_Up_Low_Down_High_Up_H_Nl
20250619,Medium,Down,21857.0,21760.0,High,Down,21803.0,21706.0,High,Down,21755.0,21675.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250620,Medium,Down,21743.0,21605.0,High,Down,21653.0,21505.0,Medium,Up,21664.0,21470.0,False,True,Medium_Down_High_Down_Medium_Up_Nh_L
20250623,Medium,Down,21398.0,21230.0,High,Down,21390.0,21205.0,High,Up,21484.0,21260.0,True,False,Medium_Down_High_Down_High_Up_H_Nl
20250624,High,Up,21928.0,21764.0,High,Up,21955.0,21845.0,High,Up,21966.0,21810.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250625,High,Down,22149.0,22055.0,High,Down,22085.0,22017.0,Medium,Up,22168.0,22024.0,True,False,High_Down_High_Down_Medium_Up_H_Nl
20250626,Medium,Up,22219.0,22155.0,Medium,Down,22231.0,22166.0,High,Down,22263.0,22078.0,True,True,Medium_Up_Medium_Down_High_Down_H_L
20250627,High,Down,22221.0,22102.0,High,Down,22146.0,22031.0,Low,Up,22128.0,21989.0,False,True,High_Down_High_Down_Low_Up_Nh_L
20250630,Medium,Down,22254.0,22111.0,Low,Up,22165.0,22088.0,Medium,Down,22186.0,22083.0,False,True,Medium_Down_Low_Up_Medium_Down_Nh_L
20250701,High,Up,22459.0,22191.0,High,Up,22593.0,22415.0,Medium,Down,22590.0,22286.0,False,False,High_Up_High_Up_Medium_Down_Nh_Nl
20250702,Medium,Down,22299.0,22208.0,High,Up,22310.0,22236.0,High,Up,22401.0,22255.0,True,False,Medium_Down_High_Up_High_Up_H_Nl
20250703,Medium,Up,22652.0,22547.0,High,Up,22696.0,22595.0,High,Up,22716.0,22630.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20250704,High,Down,22762.0,22679.0,High,Down,22701.0,22569.0,High,Down,22583.0,22431.0,False,True,High_Down_High_Down_High_Down_Nh_L
20250707,Medium,Down,22506.0,22244.0,Low,Up,22424.0,22245.0,High,Down,22384.0,22271.0,False,False,Medium_Down_Low_Up_High_Down_Nh_Nl
20250708,High,Down,22397.0,22216.0,High,Down,22304.0,22193.0,Low,Up,22315.0,22141.0,False,True,High_Down_High_Down_Low_Up_Nh_L
20250709,Medium,Up,22285.0,22146.0,Low,Down,22297.0,22217.0,High,Up,22473.0,22272.0,True,False,Medium_Up_Low_Down_High_Up_H_Nl
20250710,Medium,Down,22516.0,22410.0,High,Up,22562.0,22442.0,High,Up,22647.0,22496.0,True,False,Medium_Down_High_Up_High_Up_H_Nl
20250711,High,Up,22611.0,22488.0,High,Up,22694.0,22565.0,High,Up,22774.0,22638.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250714,Medium,Down,22695.0,22561.0,Low,Up,22617.0,22549.0,High,Down,22638.0,22520.0,False,True,Medium_Down_Low_Up_High_Down_Nh_L
20250715,Medium,Up,22591.0,22512.0,High,Up,22706.0,22563.0,High,Up,22882.0,22702.0,True,False,Medium_Up_High_Up_High_Up_H_Nl
20250716,High,Up,22962.0,22845.0,High,Up,23015.0,22944.0,High,Up,23116.0,23006.0,True,False,High_Up_High_Up_High_Up_H_Nl
20250717,High,Up,23029.0,22911.0,Medium,Down,23024.0,22866.0,Medium,Up,23150.0,22915.0,True,False,High_Up_Medium_Down_Medium_Up_H_Nl
20250718,Medium,Down,23399.0,23305.0,High,Down,23360.0,23261.0,High,Down,23320.0,23230.0,False,True,Medium_Down_High_Down_High_Down_Nh_L
20250721,Low,Down,23301.0,23172.0,Low,Flat,23253.0,23180.0,Low,Up,23280.0,23189.0,False,False,Low_Down_Low_Flat_Low_Up_Nh_Nl
20250722,High,Up,23373.0,23205.0,Low,Down,23406.0,23315.0,Medium,Down,23377.0,22981.0,False,True,High_Up_Low_Down_Medium_Down_Nh_L
20250723,High,Up,23192.0,23000.0,Low,Down,23197.0,23075.0,High,Up,23258.0,23169.0,True,False,High_Up_Low_Down_High_Up_H_Nl
20250724,High,Down,23408.0,23253.0,High,Down,23269.0,23233.0,High,Up,23332.0,23229.0,False,True,High_Down_High_Down_High_Up_Nh_L
20250725,Medium,Down,23328.0,23215.0,Low,Up,23270.0,23207.0,Medium,Down,23316.0,23233.0,False,False,Medium_Down_Low_Up_Medium_Down_Nh_Nl
